"","X[[i]]"
"4453","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"4454","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"4455"," used campaign donations to buy  of his own book tcorowcafmcl via "
"4456","salon doubling down on   continues to play the only card that works with his supporters tcozwqnofif"
"4457","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4458","donald trump is to politics what the kartrashians are to entertainment  "
"4459","rt  from  who cheated on amp left his wife amp kids amp is on his rd marriage tcoipylbducny tcoyqut"
"4460","advice for  on immigration  illegals have pride in their countries so will go home if staying in us not economically viable"
"4461","rt  i decided to give my preference to donald trump  by      "
"4462","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4463","rt  retweet if you predict  will crush  and become the th president of the  vote  "
"4464","rt   i am for        tcomflmuntek"
"4465","rt  retweet if you predict  will crush  and become the th president of the  vote  "
"4466","why all free americans should vote trump tcounesveohqf    via "
"4467","rt  families stand with      tcoyxtxwnze  tcoyxxbjkq t"
"4468","why walmart moms are     tcotmzdntzv tconwmgezahlq"
"4469","why walmart moms are     tcobpczqpmsz tcocyqgout"
"4470","rt   should be greeted by hundreds of black people demanding he gets out of their community whis racism "
"4471","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4472","rt  you cannot say you have trust issues w  and truthfulness and in the next sentence say you support "
"4473","rt   is relying heavily on his own party thats a big risk     h"
"4474","rt  if you support  you embrace his views how can i therefore not see you as being racist too how do i separat"
"4475","rt   reneges on k flood victim donation la antigay hate group tcozwfgwodyhv  t"
"4476","rt   thinks both  amp  should release medical records one has amp the other is  tc"
"4477","you go girl too bad the  dont care       tconfoapshgo"
"4478","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"4479","advice for  on immigration  and dramatically increase audits of all money wire services  increased punishments on violation"
"4480","rt  the more  says about  the more he is describing himself   "
"4481","rt  ex supporters reveal reason why they changed hes gonna get us all killed gtgttcolqcieprxaklt "
"4482","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4483","rt  retweet if you predict  will crush  and become the th president of the  vote  "
"4484","do not be  by the   of  his  booming voice is used to scare  he is not  he "
"4485","vampire esquire  and his campaign are  tcotinhdjd"
"4486","rt  is  too frightened of blacks to campaign to them his exmanager thinks so gtgttcotkwgydvxltlt "
"4487","if you support  you embrace his views how can i therefore not see you as being racist too how do i separate the two i cant"
"4488","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4489","  softens deportation plan after kicking in door agents will ask undocumented to please come along with them"
"4490","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4491","rt  you cannot say you have trust issues w  and truthfulness and in the next sentence say you support "
"4492","rt  in my administration every american will be treated equally and honored equally  says as one american pe"
"4493","rt  you cannot say you have trust issues w  and truthfulness and in the next sentence say you support "
"4494","rt  voting for  is like voting for kkk amp whitesupremacists who support him black ppl have a lot to lose "
"4495","     criteria for a proisrael president tcoulbjiifghz"
"4496","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"4497","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"4498","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4499","    its time the media address the real issue facing americans white nationalist and "
"4500","rt  whats he hidingformer irs chief says  has no excuse to not release his tax returns tcorsfufadb"
"4501","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4502"," foundation does good trump university does good for  trump  "
"4503","rt  retweet if you predict  will crush  and become the th president of the  vote  "
"4504","advice for  on immigration  working with fbi congress and states to require legal status to remit money internationally"
"4505","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4506","rt  you cannot say you have trust issues w  and truthfulness and in the next sentence say you support "
"4507","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4508","s runouttheclock strategy    tcopkozaqdqo"
"4509","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4510","rt   so if judicial watch or  accuse  of  while pointing to evidence the emails then reporter"
"4511","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4512","fuck donald trump           "
"4513","rt   thinks both  amp  should release medical records one has amp the other is  tc"
"4514","advice for  on immigration  for sending money make it nearly impossible for illegals to remit money back home by"
"4515","rt  so s plan to win the african american vote is to lobby for it in auditoriums full of white people "
"4516","  has committed the biggest flipflop in recent memory re  altright  must be pissed "
"4517","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4518","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4519","rt  s new electoral mapmissouri is now a swing state amp virginia isnt    ht"
"4520","rt  all the times  has been accused of rape or attempted rape including yo tcoeugwjfczs  t"
"4521","white  shuts up a rampaging  tcouzqgidmz       "
"4522","white  shuts up a rampaging  tcotlxvgdhu       "
"4523","white  shuts up a rampaging  tcoqrqkng       "
"4524","white  shuts up a rampaging  tcoflwwfonhe       "
"4525","white  shuts up a rampaging  tcoskbyctv       "
"4526","white  shuts up a rampaging  tcomdrlftob       "
"4527","white  shuts up a rampaging  tcoisnhxemm       "
"4528","white  shuts up a rampaging  tcoyigryarm       "
"4529"," is finally being honest with himself tcofxtncass     tcoosczlgyuz"
"4530","rt   should be greeted by hundreds of black people demanding he gets out of their community whis racism "
"4531"," this is what will b everywhere if she gets in "
"4532","gt  ep   emails amp  gaffs w bob shrum legendary  strategist tcokhtifgzq"
"4533","gt  ep   emails amp  gaffs w bob shrum legendary  strategist tcosftpiuwpu"
"4534","gt  ep   emails amp  gaffs w bob shrum legendary  strategist tcokhtifoyya"
"4535","gt  ep   emails amp  gaffs w bob shrum legendary  strategist tcosftpimeu"
"4536","rt   thinks both  amp  should release medical records one has amp the other is  tc"
"4537","advice for  on immigration   dramatically increase audits of firms in industries that hire lots of illegals"
"4538","  hes currently writing a sequel   a legend in my own mind"
"4539","rt  will media ask  if his credibility is jeopardized by report saying he also deleted a few emails tco"
"4540","rt  s buiness practices amp  in ac nj trumps legacy in atlantic city under scrutiny tcoy"
"4541","rt  s new electoral mapmissouri is now a swing state amp virginia isnt    ht"
"4542","rt   thinks both  amp  should release medical records one has amp the other is  tc"
"4543","   ill go retrieve that little silver car from the rings around the atmosphere please  "
"4544","rt  you cannot say you have trust issues w  and truthfulness and in the next sentence say you support "
"4545","johnny depp stars as donald trump yep you read that right tcozcuhakd "
